EmpID,Age,AgeGroup,Gender,Department,JobRole,Salary,Attrition,YearsAtCompany,Employee Satisfaction,PerformanceRating,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM424,30,26-35,Female,Sales,Sales Executive,100944,No,9,3,3,Non-Travel,1398,22,4,Other,1,567,69,3,3,1,Married,8412,5k-10k,2890,0,Y,No,11,3,80,0,10,3,3,8,7,8
RM427,30,26-35,Female,Research & Development,Laboratory Technician,30768,No,11,3,3,Non-Travel,1116,2,3,Medical,1,571,49,3,1,4,Single,2564,Upto 5k,7181,0,Y,No,14,3,80,0,12,2,2,7,6,7
RM438,30,26-35,Male,Sales,Sales Representative,35796,No,3,4,3,Travel_Rarely,413,7,1,Marketing,1,585,57,3,1,2,Single,2983,Upto 5k,18398,0,Y,No,14,1,80,0,4,3,3,2,1,2
RM481,30,26-35,Male,Sales,Sales Representative,24396,Yes,1,2,3,Travel_Frequently,448,12,4,Life Sciences,1,648,74,2,1,1,Married,2033,Upto 5k,14470,1,Y,No,18,3,80,1,1,2,4,0,0,0
RM502,30,26-35,Female,Research & Development,Research Scientist,24996,No,1,3,4,Travel_Frequently,160,3,3,Medical,1,680,71,3,1,3,Divorced,2083,Upto 5k,22653,1,Y,No,20,3,80,1,1,2,3,0,0,0
RM546,30,26-35,Male,Sales,Sales Executive,63648,No,8,3,4,Travel_Rarely,501,27,5,Marketing,1,747,99,3,2,4,Divorced,5304,5k-10k,25275,7,Y,No,23,4,80,1,10,2,2,7,7,7
RM582,30,26-35,Male,Research & Development,Laboratory Technician,45996,No,2,4,4,Travel_Rarely,921,1,3,Life Sciences,1,806,38,1,1,3,Married,3833,Upto 5k,24375,3,Y,No,21,3,80,2,7,2,3,2,0,2
RM603,30,26-35,Female,Research & Development,Manufacturing Director,82524,No,0,3,4,Travel_Rarely,946,2,3,Medical,1,833,52,2,2,4,Single,6877,5k-10k,20234,5,Y,Yes,24,2,80,0,12,4,2,0,0,0
RM624,30,26-35,Male,Research & Development,Research Scientist,45132,No,5,2,3,Travel_Frequently,1012,5,4,Life Sciences,1,861,75,2,1,4,Divorced,3761,Upto 5k,2373,9,Y,No,12,2,80,1,10,3,2,4,0,3
RM703,30,26-35,Male,Sales,Sales Executive,87168,No,8,3,3,Travel_Rarely,231,8,2,Other,1,982,62,3,3,3,Divorced,7264,5k-10k,9977,5,Y,No,11,1,80,1,10,2,4,4,7,7
RM721,30,26-35,Female,Research & Development,Research Scientist,25584,Yes,5,1,3,Travel_Rarely,138,22,3,Life Sciences,1,1004,48,3,1,3,Married,2132,Upto 5k,11539,4,Y,Yes,11,2,80,0,7,2,3,2,0,1
RM731,30,26-35,Female,Research & Development,Research Director,136992,No,8,2,3,Travel_Rarely,153,8,2,Life Sciences,1,1015,73,4,3,1,Married,11416,10k-15k,17802,0,Y,Yes,12,3,80,3,9,4,2,7,1,7
RM733,30,26-35,Female,Research & Development,Laboratory Technician,29064,Yes,3,2,3,Travel_Frequently,109,5,3,Medical,1,1017,60,3,1,2,Single,2422,Upto 5k,25725,0,Y,No,17,1,80,0,4,3,3,2,1,2
RM783,30,26-35,Male,Research & Development,Manufacturing Director,119484,No,6,3,3,Travel_Rarely,1176,20,3,Other,1,1084,85,3,2,1,Married,9957,5k-10k,9096,0,Y,No,15,3,80,1,7,1,2,2,0,2
RM845,30,26-35,Male,Sales,Sales Executive,78936,No,10,3,3,Travel_Rarely,852,10,3,Marketing,1,1179,72,2,2,3,Married,6578,5k-10k,2706,1,Y,No,18,1,80,1,10,3,3,3,1,4
RM866,30,26-35,Male,Sales,Sales Executive,49380,No,4,3,3,Travel_Rarely,1329,29,4,Life Sciences,1,1211,61,3,2,1,Divorced,4115,Upto 5k,13192,8,Y,No,19,3,80,3,8,3,3,3,0,3
RM875,30,26-35,Male,Research & Development,Laboratory Technician,41892,No,10,3,3,Travel_Rarely,853,7,4,Life Sciences,1,1224,49,3,2,3,Divorced,3491,Upto 5k,11309,1,Y,No,13,1,80,3,10,4,2,7,8,9
RM887,30,26-35,Male,Research & Development,Research Scientist,42948,No,11,4,4,Travel_Rarely,1465,1,3,Medical,1,1241,63,3,1,2,Married,3579,Upto 5k,9369,0,Y,Yes,21,1,80,1,12,2,3,9,5,7
RM932,30,26-35,Female,Research & Development,Manufacturing Director,56340,No,8,3,3,Non-Travel,879,9,2,Medical,1,1298,72,3,2,3,Single,4695,Upto 5k,12858,7,Y,Yes,18,3,80,0,10,3,3,4,1,7
RM942,30,26-35,Female,Research & Development,Laboratory Technician,55524,No,9,1,3,Travel_Rarely,1138,6,3,Technical Degree,1,1311,48,2,2,4,Married,4627,Upto 5k,23631,0,Y,No,12,1,80,1,10,6,3,2,6,7
RM949,30,26-35,Female,Research & Development,Manager,142992,No,9,2,4,Travel_Rarely,634,17,4,Medical,1,1321,95,3,3,1,Married,11916,10k-15k,25927,1,Y,Yes,23,4,80,2,9,2,3,1,0,8
RM1014,30,26-35,Female,Sales,Sales Executive,57348,No,3,4,3,Travel_Rarely,855,7,4,Marketing,1,1428,73,3,2,1,Divorced,4779,Upto 5k,12761,7,Y,No,14,2,80,2,8,3,3,2,0,2
RM1050,30,26-35,Male,Sales,Sales Executive,63612,No,2,4,3,Travel_Rarely,1358,16,1,Life Sciences,1,1479,96,3,2,3,Married,5301,5k-10k,2939,8,Y,No,15,3,80,2,4,2,2,1,2,2
RM1053,30,26-35,Male,Research & Development,Research Scientist,15288,No,1,3,3,Non-Travel,990,7,3,Technical Degree,1,1482,64,3,1,3,Divorced,1274,Upto 5k,7152,1,Y,No,13,2,80,2,1,2,2,0,0,0
RM1065,30,26-35,Male,Human Resources,Human Resources,24768,No,5,3,4,Travel_Rarely,330,1,3,Life Sciences,1,1499,46,3,1,3,Divorced,2064,Upto 5k,15428,0,Y,No,21,1,80,1,6,3,4,3,1,3
RM1107,30,26-35,Male,Sales,Sales Executive,116568,Yes,10,2,3,Travel_Rarely,740,1,3,Life Sciences,1,1562,64,2,2,1,Married,9714,5k-10k,5323,1,Y,No,11,4,80,1,10,4,3,8,6,7
RM1110,30,26-35,Male,Sales,Sales Executive,111000,No,4,3,3,Travel_Rarely,1288,29,4,Technical Degree,1,1568,33,3,3,2,Married,9250,5k-10k,17799,3,Y,No,12,2,80,1,9,3,3,2,1,3
RM1142,30,26-35,Male,Research & Development,Research Scientist,25692,No,6,2,3,Travel_Rarely,241,7,3,Medical,1,1609,48,2,1,2,Married,2141,Upto 5k,5348,1,Y,No,12,2,80,1,6,3,2,4,1,1
RM1234,30,26-35,Male,Research & Development,Research Scientist,34344,No,10,2,3,Travel_Rarely,793,16,1,Life Sciences,1,1729,33,3,1,4,Married,2862,Upto 5k,3811,1,Y,No,12,2,80,1,10,2,2,0,0,8
RM1245,30,26-35,Female,Research & Development,Research Scientist,59616,No,9,4,3,Travel_Frequently,1312,2,4,Technical Degree,1,1745,78,2,1,1,Single,4968,Upto 5k,26427,0,Y,No,16,4,80,0,10,2,3,7,0,7
RM1247,30,26-35,Female,Human Resources,Human Resources,26160,Yes,4,3,3,Travel_Frequently,600,8,3,Human Resources,1,1747,66,2,1,4,Divorced,2180,Upto 5k,9732,6,Y,No,11,3,80,1,6,0,2,2,1,2
RM1252,30,26-35,Male,Sales,Sales Executive,85680,No,7,3,3,Travel_Rarely,979,15,2,Marketing,1,1754,94,2,3,1,Divorced,7140,5k-10k,3088,2,Y,No,11,1,80,1,12,2,3,7,1,7
RM1260,30,26-35,Male,Research & Development,Healthcare Representative,63528,No,7,3,3,Travel_Rarely,305,16,3,Life Sciences,1,1763,58,4,2,3,Married,5294,5k-10k,9128,3,Y,No,16,3,80,1,10,3,3,0,1,7
RM1297,30,26-35,Female,Research & Development,Manufacturing Director,116004,No,7,1,3,Travel_Rarely,1092,10,3,Medical,1,1816,64,3,3,3,Single,9667,5k-10k,2739,9,Y,No,14,2,80,0,9,3,3,7,0,2
RM1339,30,26-35,Male,Sales,Sales Representative,12972,Yes,1,2,3,Travel_Rarely,945,9,3,Medical,1,1876,89,3,1,4,Single,1081,Upto 5k,16019,1,Y,No,13,3,80,0,1,3,2,0,0,0
RM1413,30,26-35,Male,Research & Development,Laboratory Technician,44976,No,12,4,3,Travel_Rarely,911,1,2,Medical,1,1989,76,3,1,2,Married,3748,Upto 5k,4077,1,Y,No,13,3,80,0,12,6,2,8,1,7
RM013,31,26-35,Male,Research & Development,Research Scientist,34932,No,5,1,3,Travel_Rarely,670,26,1,Life Sciences,1,16,31,3,1,3,Divorced,2911,Upto 5k,15170,1,Y,No,17,4,80,1,5,1,2,2,4,3
RM059,31,26-35,Male,Research & Development,Laboratory Technician,70980,No,7,4,4,Travel_Rarely,655,7,4,Life Sciences,1,76,48,3,2,4,Divorced,5915,5k-10k,9528,3,Y,No,22,4,80,1,10,3,2,7,1,7
RM073,31,26-35,Male,Research & Development,Research Scientist,30012,No,1,3,3,Travel_Rarely,1082,1,4,Medical,1,95,87,3,1,2,Single,2501,Upto 5k,18775,1,Y,No,17,2,80,0,1,4,3,1,1,
RM076,31,26-35,Female,Research & Development,Manufacturing Director,53088,No,11,3,4,Travel_Rarely,746,8,4,Life Sciences,1,98,61,3,2,4,Single,4424,Upto 5k,20682,1,Y,No,23,4,80,0,11,2,3,7,1,
RM125,31,26-35,Male,Sales,Sales Executive,74064,Yes,7,2,3,Travel_Rarely,249,6,4,Life Sciences,1,163,76,1,2,3,Married,6172,5k-10k,20739,4,Y,Yes,18,2,80,0,12,3,2,7,7,7
RM133,31,26-35,Female,Sales,Sales Executive,54708,Yes,2,2,3,Travel_Rarely,542,20,3,Life Sciences,1,175,71,1,2,3,Married,4559,Upto 5k,24788,3,Y,Yes,11,3,80,1,4,2,3,2,2,2
RM181,31,26-35,Female,Research & Development,Research Scientist,47148,No,4,3,4,Travel_Rarely,140,12,1,Medical,1,246,95,3,1,4,Married,3929,Upto 5k,6984,8,Y,Yes,23,3,80,1,7,0,3,2,0,2
RM225,31,26-35,Male,Research & Development,Manufacturing Director,52140,No,5,3,3,Non-Travel,979,1,4,Medical,1,308,90,1,2,3,Married,4345,Upto 5k,4381,0,Y,No,12,4,80,1,6,2,3,4,1,4
RM246,31,26-35,Male,Research & Development,Research Director,164100,No,2,2,3,Travel_Frequently,1327,3,4,Medical,1,337,73,3,3,3,Divorced,13675,10k-15k,13523,9,Y,No,12,1,80,1,9,3,3,2,2,2
RM260,31,26-35,Male,Research & Development,Laboratory Technician,41748,Yes,5,3,3,Travel_Frequently,307,29,2,Medical,1,355,71,2,1,2,Single,3479,Upto 5k,11652,0,Y,No,11,2,80,0,6,2,4,4,1,4
RM267,31,26-35,Male,Research & Development,Healthcare Representative,66984,No,9,2,4,Travel_Rarely,1463,23,3,Medical,1,367,64,2,2,4,Married,5582,5k-10k,14408,0,Y,No,21,2,80,1,10,2,3,0,7,8
RM293,31,26-35,Female,Sales,Sales Representative,33468,No,2,4,3,Travel_Frequently,444,5,3,Marketing,1,399,84,3,1,2,Divorced,2789,Upto 5k,3909,1,Y,No,11,3,80,1,2,5,2,2,2,2
RM304,31,26-35,Male,Sales,Sales Executive,83148,No,8,2,3,Travel_Rarely,218,7,3,Technical Degree,1,416,100,4,2,4,Married,6929,5k-10k,12241,4,Y,No,11,2,80,1,10,3,2,7,7,7
RM310,31,26-35,Male,Research & Development,Research Scientist,57852,No,5,3,3,Travel_Rarely,691,5,4,Technical Degree,1,423,86,3,1,4,Married,4821,Upto 5k,10077,0,Y,Yes,12,3,80,1,6,4,3,2,0,3
RM311,31,26-35,Male,Human Resources,Human Resources,76920,No,2,1,3,Travel_Rarely,106,2,3,Human Resources,1,424,62,2,2,1,Married,6410,5k-10k,17822,3,Y,No,12,4,80,0,9,1,3,2,1,0
RM313,31,26-35,Male,Research & Development,Research Scientist,32340,No,2,3,3,Travel_Rarely,192,2,4,Life Sciences,1,426,32,3,1,4,Divorced,2695,Upto 5k,7747,0,Y,Yes,18,2,80,1,3,2,1,2,2,2
RM322,31,26-35,Male,Sales,Sales Executive,90564,No,7,4,3,Travel_Rarely,691,7,3,Marketing,1,438,73,3,2,4,Divorced,7547,5k-10k,7143,4,Y,No,12,4,80,3,13,3,3,7,1,7
RM326,31,26-35,Female,Research & Development,Manufacturing Director,107316,No,10,3,4,Travel_Frequently,798,7,2,Life Sciences,1,442,48,2,3,3,Married,8943,5k-10k,14034,1,Y,No,24,1,80,1,10,2,3,9,8,9
RM343,31,26-35,Female,Research & Development,Manufacturing Director,85716,No,11,3,3,Travel_Rarely,1232,7,4,Medical,1,462,39,3,3,4,Single,7143,5k-10k,25713,1,Y,Yes,14,3,80,0,11,2,2,9,4,10
RM370,31,26-35,Male,Research & Development,Research Scientist,31884,No,2,3,3,Travel_Rarely,408,9,4,Life Sciences,1,493,42,2,1,2,Single,2657,Upto 5k,7551,0,Y,Yes,16,4,80,0,3,5,3,2,2,2
RM395,31,26-35,Female,Research & Development,Manufacturing Director,51672,No,13,2,3,Travel_Rarely,480,7,2,Medical,1,524,31,3,2,1,Married,4306,Upto 5k,4156,1,Y,No,12,2,80,1,13,5,1,10,3,12
RM400,31,26-35,Male,Research & Development,Laboratory Technician,26616,No,4,4,3,Travel_Rarely,329,1,2,Life Sciences,1,530,98,2,1,1,Married,2218,Upto 5k,16193,1,Y,No,12,3,80,1,4,3,3,2,3,2
RM435,31,26-35,Male,Research & Development,Manufacturing Director,127776,No,13,3,4,Travel_Rarely,1274,9,1,Life Sciences,1,581,33,3,3,2,Divorced,10648,10k-15k,14394,1,Y,No,25,4,80,1,13,6,4,8,0,8
RM440,31,26-35,Male,Research & Development,Healthcare Representative,117888,Yes,1,1,3,Travel_Frequently,534,20,3,Life Sciences,1,587,66,3,3,3,Married,9824,5k-10k,22908,3,Y,No,12,1,80,0,12,2,3,0,0,0
RM451,31,26-35,Male,Sales,Sales Executive,78984,No,6,2,3,Travel_Rarely,828,2,1,Life Sciences,1,604,77,3,2,4,Single,6582,5k-10k,8346,4,Y,Yes,13,3,80,0,10,2,4,5,0,5
RM457,31,26-35,Male,Sales,Manager,138684,No,5,3,4,Travel_Rarely,688,7,3,Life Sciences,1,613,44,2,3,4,Divorced,11557,10k-15k,25291,9,Y,No,21,3,80,1,10,3,2,4,0,1
RM483,31,26-35,Male,Sales,Sales Executive,50796,Yes,3,2,3,Travel_Rarely,1365,13,4,Medical,1,650,46,3,2,1,Divorced,4233,Upto 5k,11512,2,Y,No,17,3,80,0,9,2,1,1,1,2
RM485,31,26-35,Male,Sales,Sales Executive,65520,No,7,1,4,Travel_Rarely,525,6,4,Medical,1,653,66,4,2,4,Divorced,5460,5k-10k,6219,4,Y,No,22,4,80,2,13,4,4,7,5,7
RM645,31,26-35,Male,Research & Development,Research Scientist,28272,No,6,4,3,Travel_Rarely,1222,11,4,Life Sciences,1,895,48,3,1,4,Married,2356,Upto 5k,14871,3,Y,Yes,19,2,80,1,8,2,3,4,0,2
RM676,31,26-35,Male,Sales,Sales Representative,27948,No,7,2,3,Travel_Rarely,154,7,4,Life Sciences,1,941,41,2,1,3,Married,2329,Upto 5k,11737,3,Y,No,15,2,80,0,13,2,4,7,5,2
RM680,31,26-35,Female,Sales,Sales Executive,83184,No,9,4,3,Non-Travel,1188,20,2,Marketing,1,947,45,3,2,3,Married,6932,5k-10k,24406,1,Y,No,13,4,80,1,9,2,2,8,0,0
RM691,31,26-35,Female,Research & Development,Healthcare Representative,70260,No,9,4,3,Travel_Rarely,616,12,3,Medical,1,961,41,3,2,4,Married,5855,5k-10k,17369,0,Y,Yes,11,3,80,2,10,2,1,7,8,5
RM710,31,26-35,Male,Research & Development,Research Scientist,27852,Yes,3,3,4,Non-Travel,335,9,2,Medical,1,991,46,2,1,1,Single,2321,Upto 5k,10322,0,Y,Yes,22,1,80,0,4,0,3,2,1,2
RM727,31,26-35,Female,Research & Development,Manufacturing Director,49776,No,4,3,3,Travel_Frequently,853,1,1,Life Sciences,1,1011,96,3,2,1,Married,4148,Upto 5k,11275,1,Y,No,12,3,80,1,4,1,3,3,0,3
RM819,31,26-35,Male,Sales,Sales Representative,33492,No,2,3,3,Travel_Frequently,793,20,3,Life Sciences,1,1135,67,4,1,4,Married,2791,Upto 5k,21981,0,Y,No,12,1,80,1,3,4,3,2,2,2
RM832,31,26-35,Male,Research & Development,Laboratory Technician,31320,Yes,2,3,3,Travel_Frequently,874,15,3,Medical,1,1160,72,3,1,3,Married,2610,Upto 5k,6233,1,Y,No,12,3,80,1,2,5,2,2,2,2
RM896,31,26-35,Male,Research & Development,Healthcare Representative,81996,No,6,3,3,Travel_Rarely,1332,11,2,Medical,1,1251,80,3,2,1,Married,6833,5k-10k,17089,1,Y,Yes,12,4,80,0,6,2,2,5,0,1
RM897,31,26-35,Female,Research & Development,Healthcare Representative,81744,No,10,3,3,Travel_Rarely,1062,24,3,Medical,1,1252,96,2,2,1,Single,6812,5k-10k,17198,1,Y,No,19,2,80,0,10,2,3,9,1,8
RM951,31,26-35,Female,Sales,Sales Executive,118224,No,10,4,3,Non-Travel,587,2,4,Life Sciences,1,1324,57,3,3,3,Divorced,9852,5k-10k,8935,1,Y,Yes,19,1,80,1,10,5,2,8,9,6
RM953,31,26-35,Female,Sales,Sales Representative,27624,Yes,3,4,3,Travel_Frequently,1060,1,3,Life Sciences,1,1331,54,3,1,2,Single,2302,Upto 5k,8319,1,Y,Yes,11,1,80,0,3,2,4,2,2,2
RM981,31,26-35,Female,Sales,Sales Representative,33420,Yes,1,3,3,Travel_Frequently,703,2,3,Life Sciences,1,1379,90,2,1,4,Single,2785,Upto 5k,11882,7,Y,No,14,3,80,0,3,3,4,0,0,0
RM986,31,26-35,Male,Research & Development,Manufacturing Director,74148,Yes,10,4,3,Travel_Rarely,330,22,4,Medical,1,1389,98,3,2,3,Married,6179,5k-10k,21057,1,Y,Yes,15,4,80,2,10,3,2,2,6,7
RM1013,31,26-35,Female,Sales,Sales Representative,16308,Yes,1,2,3,Travel_Frequently,667,1,4,Life Sciences,1,1427,50,1,1,3,Single,1359,Upto 5k,16154,1,Y,No,12,2,80,0,1,3,3,0,0,0
RM1015,31,26-35,Female,Research & Development,Research Director,197064,No,3,1,3,Travel_Rarely,182,8,5,Life Sciences,1,1430,93,3,4,2,Single,16422,15k+,8847,3,Y,No,11,3,80,0,9,3,4,2,1,0
RM1017,31,26-35,Female,Research & Development,Research Scientist,15132,Yes,1,1,3,Travel_Rarely,202,8,3,Life Sciences,1,1433,34,2,1,2,Single,1261,Upto 5k,22262,1,Y,No,12,3,80,0,1,3,4,0,0,0
RM1031,31,26-35,Male,Sales,Sales Executive,129516,No,13,1,3,Travel_Rarely,326,8,2,Life Sciences,1,1453,31,3,3,4,Divorced,10793,10k-15k,8386,1,Y,No,18,1,80,1,13,5,3,7,9,9
RM1034,31,26-35,Female,Research & Development,Manufacturing Director,89352,Yes,10,3,3,Travel_Frequently,1445,1,5,Life Sciences,1,1459,100,4,3,2,Single,7446,5k-10k,8931,1,Y,No,11,1,80,0,10,2,3,8,4,7
RM1036,31,26-35,Female,Human Resources,Human Resources,25308,No,3,4,3,Travel_Rarely,1398,8,2,Medical,1,1461,96,4,1,2,Single,2109,Upto 5k,24609,9,Y,No,18,4,80,0,8,3,3,2,0,2
RM1037,31,26-35,Male,Research & Development,Laboratory Technician,44664,Yes,2,2,3,Travel_Frequently,523,2,3,Life Sciences,1,1464,94,3,1,4,Married,3722,Upto 5k,21081,6,Y,Yes,13,3,80,1,7,2,1,2,2,2
RM1086,31,26-35,Female,Research & Development,Research Scientist,49008,Yes,7,4,3,Travel_Frequently,561,3,3,Life Sciences,1,1537,33,3,1,3,Single,4084,Upto 5k,4156,1,Y,No,12,1,80,0,7,2,1,2,7,7
RM1145,31,26-35,Male,Sales,Sales Executive,63984,No,5,4,3,Travel_Frequently,715,2,4,Other,1,1613,54,3,2,1,Single,5332,5k-10k,21602,7,Y,No,13,4,80,0,10,3,3,2,0,3
RM1192,31,26-35,Female,Sales,Sales Executive,65712,No,10,1,3,Travel_Rarely,1112,5,4,Life Sciences,1,1673,67,3,2,4,Married,5476,5k-10k,22589,1,Y,No,11,1,80,2,10,2,3,0,0,2
RM1228,31,26-35,Male,Research & Development,Laboratory Technician,41724,No,5,2,3,Travel_Rarely,741,2,4,Life Sciences,1,1721,69,3,1,3,Married,3477,Upto 5k,18103,1,Y,No,14,4,80,1,6,2,4,2,0,3
RM1240,31,26-35,Female,Research & Development,Manufacturing Director,62856,No,5,4,4,Travel_Frequently,163,24,1,Technical Degree,1,1736,30,3,2,4,Single,5238,5k-10k,6670,2,Y,No,20,4,80,0,9,3,2,4,1,4
RM1248,31,26-35,Male,Sales,Sales Executive,100152,No,5,1,3,Travel_Rarely,1003,5,3,Technical Degree,1,1749,51,3,2,3,Married,8346,5k-10k,20943,1,Y,No,19,3,80,1,6,3,3,2,0,2
RM1258,31,26-35,Male,Sales,Sales Executive,97932,Yes,1,1,3,Travel_Rarely,1079,16,4,Marketing,1,1761,70,3,3,3,Married,8161,5k-10k,19002,2,Y,No,13,1,80,3,10,2,3,0,0,0
RM1275,31,26-35,Female,Sales,Sales Executive,65616,No,12,1,3,Travel_Rarely,196,29,4,Marketing,1,1784,91,2,2,4,Married,5468,5k-10k,13402,1,Y,No,14,1,80,2,13,3,3,7,5,7
RM1307,31,26-35,Female,Sales,Sales Executive,115644,No,3,1,3,Travel_Frequently,1125,7,4,Marketing,1,1833,68,3,3,1,Married,9637,5k-10k,8277,2,Y,No,14,4,80,2,9,3,3,2,2,2
RM1313,31,26-35,Male,Human Resources,Human Resources,35472,Yes,1,4,3,Travel_Rarely,359,18,5,Human Resources,1,1842,89,4,1,1,Married,2956,Upto 5k,21495,0,Y,No,17,3,80,0,2,4,3,0,0,0
RM1342,31,26-35,Male,Research & Development,Laboratory Technician,50364,No,10,2,3,Travel_Rarely,311,20,3,Life Sciences,1,1881,89,3,2,3,Divorced,4197,Upto 5k,18624,1,Y,No,11,1,80,1,10,2,3,8,0,2
RM1359,31,26-35,Female,Sales,Sales Executive,78996,No,5,3,3,Travel_Rarely,1079,10,2,Medical,1,1912,86,3,2,4,Divorced,6583,5k-10k,20115,2,Y,Yes,11,4,80,1,8,2,3,2,1,4
RM1361,31,26-35,Female,Research & Development,Laboratory Technician,47736,No,2,1,3,Travel_Rarely,471,4,3,Medical,1,1916,62,4,1,3,Divorced,3978,Upto 5k,16031,8,Y,No,12,2,80,1,4,0,2,2,2,2
RM1383,31,26-35,Male,Research & Development,Research Scientist,36780,No,4,3,3,Non-Travel,976,3,2,Medical,1,1948,48,3,1,1,Divorced,3065,Upto 5k,3995,1,Y,Yes,13,4,80,1,4,3,4,2,2,3
RM1390,31,26-35,Male,Research & Development,Research Scientist,60036,No,10,4,4,Travel_Frequently,1125,1,3,Life Sciences,1,1956,48,1,2,1,Married,5003,5k-10k,5771,1,Y,No,21,2,80,0,10,6,3,8,8,7
RM1396,31,26-35,Male,Sales,Sales Executive,67404,Yes,10,1,3,Travel_Frequently,754,26,4,Marketing,1,1967,63,3,2,4,Married,5617,5k-10k,21075,1,Y,Yes,11,3,80,0,10,4,3,7,0,8
RM1403,31,26-35,Female,Research & Development,Laboratory Technician,13548,No,1,4,3,Travel_Rarely,1276,2,1,Medical,1,1974,59,1,1,4,Divorced,1129,Upto 5k,17536,1,Y,Yes,11,3,80,3,1,4,3,0,0,0
RM1406,31,26-35,Female,Research & Development,Research Director,132372,No,11,3,4,Non-Travel,697,10,3,Medical,1,1979,40,3,3,3,Married,11031,10k-15k,26862,4,Y,No,20,3,80,1,13,2,4,7,4,8
RM1418,31,26-35,Male,Sales,Sales Representative,36804,No,2,1,3,Travel_Rarely,1154,2,2,Life Sciences,1,1996,54,3,1,3,Married,3067,Upto 5k,6393,0,Y,No,19,3,80,1,3,1,3,2,1,2
RM1464,31,26-35,Male,Research & Development,Manufacturing Director,119232,No,9,2,3,Non-Travel,325,5,3,Medical,1,2057,74,3,2,1,Single,9936,5k-10k,3787,0,Y,No,19,2,80,0,10,2,3,4,1,7
RM1464,31,26-35,Male,Research & Development,Manufacturing Director,119232,No,9,2,3,Non-Travel,325,5,3,Medical,1,2057,74,3,2,1,Single,9936,5k-10k,3787,0,Y,No,19,2,80,0,10,2,3,4,1,7
RM006,32,26-35,Male,Research & Development,Laboratory Technician,36816,No,7,4,3,Travel_Frequently,1005,2,2,Life Sciences,1,8,79,3,1,4,Single,3068,Upto 5k,11864,0,Y,No,13,3,80,0,8,2,2,7,3,6
RM017,32,26-35,Male,Research & Development,Research Scientist,39576,No,6,1,3,Travel_Rarely,334,5,2,Life Sciences,1,21,80,4,1,2,Divorced,3298,Upto 5k,15053,0,Y,Yes,12,4,80,2,7,5,2,2,0,5
RM027,32,26-35,Female,Research & Development,Research Scientist,47028,Yes,10,2,4,Travel_Frequently,1125,16,1,Life Sciences,1,33,72,1,1,1,Single,3919,Upto 5k,4681,1,Y,Yes,22,2,80,0,10,5,3,2,6,
RM061,32,26-35,Male,Research & Development,Manufacturing Director,73944,No,9,1,4,Travel_Rarely,427,1,3,Medical,1,78,33,3,2,4,Married,6162,5k-10k,10877,1,Y,Yes,22,2,80,1,9,3,3,8,7,8
RM074,32,26-35,Male,Research & Development,Research Scientist,74640,No,10,2,3,Travel_Rarely,548,1,3,Life Sciences,1,96,66,3,2,2,Married,6220,5k-10k,7346,1,Y,No,17,2,80,2,10,3,3,4,0,
RM095,32,26-35,Male,Sales,Sales Executive,60120,No,11,2,3,Travel_Rarely,1093,6,4,Medical,1,125,87,3,2,3,Single,5010,5k-10k,24301,1,Y,No,16,1,80,0,12,0,3,8,5,7
RM102,32,26-35,Male,Research & Development,Research Scientist,35472,No,1,4,3,Travel_Rarely,827,1,1,Life Sciences,1,134,71,3,1,1,Single,2956,Upto 5k,15178,1,Y,No,13,4,80,0,1,2,3,0,0,0
RM141,32,26-35,Female,Research & Development,Laboratory Technician,50400,Yes,5,1,4,Travel_Rarely,1033,9,3,Medical,1,190,41,3,1,1,Single,4200,Upto 5k,10224,7,Y,No,22,1,80,0,10,2,4,4,0,
RM145,32,26-35,Male,Sales,Sales Executive,56016,No,8,4,3,Travel_Frequently,689,9,2,Medical,1,195,35,1,2,4,Divorced,4668,Upto 5k,22812,0,Y,No,17,4,80,3,9,2,4,7,0,
RM155,32,26-35,Female,Sales,Sales Executive,107976,No,9,2,3,Travel_Frequently,967,8,3,Marketing,1,207,43,3,3,4,Single,8998,5k-10k,15589,1,Y,No,14,4,80,0,9,2,3,8,3,7
RM170,32,26-35,Male,Research & Development,Research Scientist,36456,No,5,3,4,Travel_Rarely,120,6,5,Life Sciences,1,231,43,3,1,3,Single,3038,Upto 5k,12430,3,Y,No,20,1,80,0,8,2,3,4,1,4
RM211,32,26-35,Male,Sales,Sales Executive,124800,Yes,14,4,3,Travel_Rarely,1045,4,4,Medical,1,291,32,1,3,4,Married,10400,10k-15k,25812,1,Y,No,11,3,80,0,14,2,2,8,9,
RM239,32,26-35,Female,Sales,Sales Representative,47172,No,4,3,3,Travel_Rarely,1401,4,2,Life Sciences,1,330,56,3,1,2,Married,3931,Upto 5k,20990,2,Y,No,11,1,80,1,6,5,3,3,1,2
